,logFC,AveExpr,t,P.Value,adj.P.Val,B
RGD1564899,1.265956996,-0.211900134,1.175949959,0.264613393,0.999996286,-4.594951034
Cml3,1.189389965,0.323714016,1.175008935,0.264974152,0.999996286,-4.594902074
Lppr4,-0.968145527,0.682480559,-1.17455553,0.265148111,0.999996286,-4.594859187
P2ry13,-1.799360461,-0.92131639,-1.173808298,0.265435,0.999996286,-4.59499937
Mag,-1.093292633,0.440887412,-1.170244886,0.266806478,0.999996286,-4.59489545
LOC102553486,1.531985883,-0.681619472,1.169457853,0.267110138,0.999996286,-4.594989238
Alx4,1.675364054,-0.529873955,1.169376288,0.267141624,0.999996286,-4.594979961
Ppp2r2b,-1.155548774,0.882291617,-1.166617627,0.268208238,0.999996286,-4.594844329
Ttc22,-1.299160681,-0.193495204,-1.163518877,0.269410324,0.999996286,-4.594962137
Ssmem1,1.100121567,-0.058335701,1.162085495,0.269967796,0.999996286,-4.594953179
B3gat1,-1.737073235,-0.923033003,-1.161274347,0.270283668,0.999996286,-4.595008532
Sez6l2,-1.528108261,1.236321714,-1.16056248,0.270561118,0.999996286,-4.594799923
Ccdc88b,-1.086743175,0.959506337,-1.158285118,0.271450213,0.999996286,-4.594847875
Ms4a7,-1.453866542,0.024903605,-1.15797286,0.271572299,0.999996286,-4.594950953
Tmem116,1.068496704,0.155293928,1.157577008,0.271727129,0.999996286,-4.594940342
Hmx2,1.508974015,-1.283386597,1.157439915,0.271780767,0.999996286,-4.59502708
LOC102552534,1.013649522,0.84837282,1.156449261,0.272168605,0.999996286,-4.594866459
Uts2r,1.554152557,2.352393126,1.152620777,0.273671512,0.999996286,-4.594558326
Tmc7,-1.311987616,0.174290287,-1.151425852,0.274141915,0.999996286,-4.59494604
Adra2a,1.681768164,1.970511548,1.147841497,0.275556741,0.999996286,-4.594680359
Spert,1.053196064,0.071930839,1.147640717,0.275636161,0.999996286,-4.594958836
Sh3tc1,-1.507418528,1.498795438,-1.147346325,0.275752643,0.999996286,-4.594782536
Hpgd,1.462634241,-0.544421649,1.147322068,0.275762243,0.999996286,-4.594999737
Efcab2,1.125279224,-0.231397895,1.146924489,0.275919617,0.999996286,-4.594981317
Hspb2,-1.148487039,0.401106993,-1.146697579,0.276009467,0.999996286,-4.594931608
LOC102553129,1.506442406,-0.720044898,1.145784281,0.276371336,0.999996286,-4.595010155
LOC103694167,1.294017662,0.209489611,1.144018055,0.277072203,0.999996286,-4.594952014
Tac1,-1.630603341,-0.854704932,-1.14392122,0.277110669,0.999996286,-4.595017952
Epha8,1.241524141,-0.050739801,1.142249941,0.277775203,0.999996286,-4.594973878
Fstl4,1.19922782,0.673816332,1.141179013,0.278201676,0.999996286,-4.594911995
Col7a1,2.755254592,2.660773125,1.140669388,0.278404801,0.999996286,-4.594508146
Klhl38,1.168176056,1.270383758,1.134026026,0.281063249,0.999996286,-4.59485002
Rgs4,-1.403191907,1.282886456,-1.13232045,0.281748927,0.999996286,-4.59485179
Fgf12,-0.9854674,1.169605964,-1.130839554,0.28234533,0.999996286,-4.594870566
Btc,1.240836551,1.279882888,1.130687896,0.282406462,0.999996286,-4.594855663
Adhfe1,1.883006203,2.877033569,1.129955078,0.282702001,0.999996286,-4.594485081
LOC103692514,1.511178679,-0.291791614,1.12861377,0.283243558,0.999996286,-4.595002611
Grm3,-1.239822825,-0.394759731,-1.128561205,0.283264798,0.999996286,-4.59500816
Cd5,1.860313804,1.125634939,1.128097857,0.283452074,0.999996286,-4.594881644
Gpr183,-1.428973041,-0.759881017,-1.127879793,0.283540244,0.999996286,-4.59502583
Tmem132c,-1.272191557,0.580553011,-1.127379627,0.283742556,0.999996286,-4.594941837
Plin1,-2.01036916,-0.49582623,-1.127280614,0.283782619,0.999996286,-4.595014358
Emr1,-1.641470302,2.043504879,-1.127050945,0.283875566,0.999996286,-4.594729199
Pde1b,-0.994173626,0.838066997,-1.125962095,0.284316541,0.999996286,-4.594918794
Timm17al1,1.012709581,0.108646662,1.124195097,0.285033287,0.999996286,-4.594982921
Tmem178a,-1.205319851,1.604796871,-1.123431928,0.285343282,0.999996286,-4.594822585
Fam184b,-1.054675662,0.580386263,-1.121390096,0.286173942,0.999996286,-4.594950536
LOC103690224,-1.061483013,0.630307986,-1.120941731,0.286356596,0.999996286,-4.594946813
Dnah10,-1.058455313,0.171941965,-1.119866455,0.286795005,0.999996286,-4.594983713
Lrrc3b,0.96424908,0.277661222,1.119836972,0.286807033,0.999996286,-4.594976451
Tinagl1,2.260041028,3.065729791,1.118032985,0.287543736,0.999996286,-4.594483202
LOC103693799,1.108888998,-0.137696573,1.115678969,0.288507249,0.999996286,-4.595006884
Lurap1l,-0.992051865,0.612930381,-1.113351203,0.289462458,0.999996286,-4.594959498
Tifab,-0.915209855,0.795583696,-1.112626627,0.289760287,0.999996286,-4.594944762
Fgr,-1.483697327,-0.876680488,-1.111350525,0.290285387,0.999996286,-4.59504253
Pkp3,-1.022330845,0.142149717,-1.111185898,0.290353183,0.999996286,-4.594995741
Myo5c,-1.023395978,0.423138815,-1.108945863,0.291276862,0.999996286,-4.594980115
Mab21l3,-1.250345665,-0.178045397,-1.105969242,0.292507762,0.999996286,-4.595018638
Crmp1,-1.213678789,-0.535565761,-1.105542179,0.292684689,0.999996286,-4.595034524
LOC103694058,1.155462157,0.375242625,1.104246663,0.293221906,0.999996286,-4.594989523
Rims2,1.055667177,0.010482108,1.101114774,0.294523742,0.999996286,-4.595014321
Fam46c,1.520468877,2.486130399,1.099782565,0.295078842,0.999996286,-4.594731833
Tnnt1,1.743235937,-0.311602871,1.099212656,0.295316553,0.999996286,-4.595031057
Mir224,1.101158605,-0.129485904,1.098311462,0.295692745,0.999996286,-4.595023994
Cacna1i,1.343612044,1.482028982,1.097647366,0.295970197,0.999996286,-4.594901941
Fam196b,1.647243344,-1.185852083,1.097041883,0.296223334,0.999996286,-4.595061267
LOC102549102,1.111050458,0.138596523,1.096307516,0.296530577,0.999996286,-4.595013047
Tceal3,-1.106940518,1.038475896,-1.095659121,0.296802053,0.999996286,-4.594951844
LOC103692391,0.972967846,0.631863443,1.095073167,0.29704755,0.999996286,-4.594984855
RGD1305587,-1.036316124,0.634707133,-1.093565486,0.297679933,0.999996286,-4.59498687
Adh1,2.239578469,3.142143582,1.092900177,0.297959317,0.999996286,-4.59460321
Cyp2j4,-1.242388714,-0.506326849,-1.091204071,0.29867247,0.999996286,-4.59504546
Kcnn3,-1.058385775,-0.064969232,-1.090680919,0.298892699,0.999996286,-4.595028895
LOC100362216,-1.259097714,-0.664805046,-1.089888739,0.299226416,0.999996286,-4.595051672
Slc2a4,2.241539491,3.174843457,1.089256734,0.29949286,0.999996286,-4.594615567
Pde1c,-1.330633299,1.275595997,-1.089080379,0.299567241,0.999996286,-4.594942693
Pdlim3,1.147647427,-0.091994948,1.084561868,0.301477807,0.999996286,-4.595036293
Abi3,-1.070853355,0.206773459,-1.081871372,0.302619824,0.999996286,-4.595026421
Ecscr,-1.237113696,1.259516994,-1.081097824,0.302948774,0.999996286,-4.594960437
LOC103691694,1.041820338,-0.010061378,1.080053743,0.303393198,0.999996286,-4.595037703
Tlr2,-1.244110836,1.228887972,-1.079217815,0.303749376,0.999996286,-4.594966785
Cav3,-1.068112418,-0.084343532,-1.078750935,0.303948446,0.999996286,-4.595041904
Phyhipl,-0.966587584,0.792450627,-1.074131341,0.305923495,0.999996286,-4.595006319
Csf2rb,-1.022121315,0.094021571,-1.071175593,0.307192275,0.999996286,-4.595043279
Kcnq1,1.013205735,0.193851796,1.070633481,0.307425412,0.999996286,-4.595040076
Nefl,-1.217050783,0.027622683,-1.070160413,0.307628966,0.999996286,-4.59504679
Sstr1,-1.211883725,0.628015009,-1.067699047,0.308689698,0.999996286,-4.595024856
Epb4.1l5,1.338128129,1.653856193,1.067587479,0.308737844,0.999996286,-4.594956063
Ttn,1.923375548,-1.87752908,1.067534194,0.30876084,0.999996286,-4.595089661
Cldn2,1.555450899,-0.476835706,1.066429357,0.309237953,0.999996286,-4.595065387
She,-1.539492546,1.577957086,-1.066319855,0.309285271,0.999996286,-4.594965805
Ntn4,-1.006955273,-0.087990768,-1.065744689,0.309533899,0.999996286,-4.595055191
Fndc5,-0.960716922,0.72897573,-1.065062012,0.309829197,0.999996286,-4.59502378
LOC102550135,2.09113624,2.912893138,1.064935585,0.309883907,0.999996286,-4.594805724
LOC103692277,1.027508229,0.005617185,1.064450193,0.310094025,0.999996286,-4.595053585
LOC102550415,0.910519482,0.332798653,1.063411805,0.310543885,0.999996286,-4.595043343
LOC102549184,0.876912131,0.737580326,1.061606026,0.311327374,0.999996286,-4.595028605
Cyth4,-0.946564651,1.147644931,-1.058064403,0.312868327,0.999996286,-4.595013357
Meox1,-1.107174496,0.838685401,-1.056152906,0.313702396,0.999996286,-4.595032405
Gbp2,-1.169051088,0.893293801,-1.055693127,0.313903266,0.999996286,-4.595030628
Drgx,1.313377835,-0.51267137,1.05490059,0.31424974,0.999996286,-4.595075762
Dusp9,1.040154878,-0.187154308,1.054123191,0.314589875,0.999996286,-4.595069295
Atp6v1g2,-1.041258779,-0.266487348,-1.054106948,0.314596985,0.999996286,-4.595071162
Hrc,-1.250140108,0.471975134,-1.053567199,0.314833307,0.999996286,-4.595050826
Card10,-1.233929772,1.272633714,-1.05350974,0.314858473,0.999996286,-4.59501517
LOC103691868,0.97344251,0.21738414,1.050740851,0.316072965,0.999996286,-4.595062329
Dnah2,-1.02691729,0.096177605,-1.050509768,0.316174482,0.999996286,-4.595065891
Plcxd3,1.005383571,0.122830909,1.050277362,0.316276604,0.999996286,-4.595065444
Sla,0.984504113,0.34659921,1.049782791,0.316494007,0.999996286,-4.595059712
Tex15,1.487247441,1.649024522,1.049723962,0.316519875,0.999996286,-4.595000756
Pla2r1,2.480592718,3.763402968,1.049338042,0.316689605,0.999996286,-4.594753253
LOC502684,0.938869962,0.303172288,1.048892434,0.316885671,0.999996286,-4.595062073
LOC689991,1.695957237,3.345269552,1.046499363,0.317940173,0.999996286,-4.594840928
Nlrp1a,-0.967834259,0.028895802,-1.046117945,0.318108486,0.999996286,-4.595072253
Tgfa,2.892563723,4.070256231,1.04317414,0.319409781,0.999996286,-4.594752662
Dnase1,0.893247145,0.455709141,1.042500239,0.319708234,0.999996286,-4.595065813
Tnfaip2,-1.326579633,1.672814441,-1.042480387,0.319717029,0.999996286,-4.595017237
LOC102550711,1.376821521,-0.826216408,1.041680494,0.320071559,0.999996286,-4.595090951
Samd14,-1.394573323,1.935797354,-1.039805177,0.320903889,0.999996286,-4.595009041
Epcam,1.001140281,0.657087885,1.038459828,0.321501996,0.999996286,-4.595065805
Popdc3,-1.31018792,-1.005294042,-1.037724998,0.321829032,0.999996286,-4.595095723
Ttpa,0.848323214,0.388862214,1.032438146,0.32418926,0.999996286,-4.595080191
Fbxo36,-1.128713589,-0.61283706,-1.03160637,0.324561761,0.999996286,-4.595095847
Gabrb2,-1.813040183,2.316591105,-1.030947715,0.324856958,0.999996286,-4.595014848
Alox5,1.297244224,-1.041977371,1.030666712,0.324982959,0.999996286,-4.595100613
Mycl,1.372897519,2.221830405,1.030268861,0.325161417,0.999996286,-4.595022363
Cebpd,1.795735138,2.801107495,1.029537344,0.325489732,0.999996286,-4.594990059
Rimkla,-1.1040632,-0.266156817,-1.027610239,0.326355821,0.999996286,-4.595095316
Vom2r44,1.093900096,0.547031468,1.027491028,0.326409453,0.999996286,-4.595083591
Gpr85,-0.865971135,0.619244803,-1.02671662,0.326758015,0.999996286,-4.595083322
RGD1562658,-1.112262037,-0.517680106,-1.02639517,0.326902781,0.999996286,-4.595098981
Kdr,-2.555559996,3.553948321,-1.024668454,0.327681227,0.999996286,-4.594962453
LOC102551718,0.894401546,0.602392616,1.019925555,0.329826509,0.999996286,-4.595093028
Dmtn,-0.994005324,1.081650488,-1.019716324,0.329921386,0.999996286,-4.595085915
LOC685963,-0.997934273,0.207134894,-1.018196441,0.33061119,0.999996286,-4.595099757
LOC102550409,0.937648294,0.954866881,1.018177706,0.3306197,0.999996286,-4.595090625
Wdr5,-0.943593278,-0.008736293,-1.014434929,0.332322947,0.999996286,-4.595105558
Rnf152,1.551157042,2.083285004,1.014216266,0.332422655,0.999996286,-4.595078939
Otof,1.608924338,0.788952796,1.014074817,0.332487166,0.999996286,-4.595099239
Lyve1,1.123281302,0.918874626,1.011545822,0.33364213,0.999996286,-4.595101927
Clgn,1.156108216,-0.024973047,1.010972984,0.333904148,0.999996286,-4.595109146
Gjc1-2,1.108936606,-0.207970553,1.010395783,0.334168316,0.999996286,-4.595110553
Sstr4,-1.054846896,0.958238368,-1.009952107,0.334371478,0.999996286,-4.595104199
Foxd1,1.194977256,-0.356610719,1.009042155,0.334788435,0.999996286,-4.595112326
Pla1a,1.045177111,0.361796108,1.008179391,0.335184122,0.999996286,-4.595110359
En1,-1.05160291,-0.156314263,-1.007945094,0.335291636,0.999996286,-4.595112635
Xkr4,1.633541578,-0.71333222,1.007621134,0.335440337,0.999996286,-4.59511447
Tmie,1.024913335,0.226855956,1.00675109,0.335839936,0.999996286,-4.59511257
Alk,0.90218741,1.04981461,1.003772007,0.337210837,0.999996286,-4.595114154
Mfsd2a,1.340664046,1.639767147,1.003076803,0.337531343,0.999996286,-4.595114076
Ldb3,2.193678949,3.071131507,1.001985307,0.338035,0.999996286,-4.595116991
Arhgap25,-1.138853679,1.629793464,-1.001352228,0.338327379,0.999996286,-4.595118179
Syt1,1.215417155,-0.514773874,1.000517336,0.338713246,0.999996286,-4.595119612
Slc24a3,-0.93526877,0.713839368,-1.00037559,0.338778789,0.999996286,-4.595119877
Zcchc18,-1.25581024,-0.816963308,-0.995875922,0.340864275,0.999996286,-4.595122822
Drc1,-1.283507464,-1.141752425,-0.992943367,0.342228486,0.999996286,-4.595124157
Gnrh1,0.968757259,-0.063723321,0.990197799,0.343509322,0.999996286,-4.595129668
Foxn4,1.724091373,-1.522759978,0.989935128,0.343632044,0.999996286,-4.595125015
Cct6b,-1.085360511,-0.551852803,-0.989454831,0.343856525,0.999996286,-4.59512819
Sytl1,1.766601187,2.28516575,0.989015994,0.344061721,0.999996286,-4.595160265
RGD1564854,-1.123505868,-0.619136986,-0.988584963,0.344263355,0.999996286,-4.595128584
Spon2,-1.629241811,2.317768037,-0.988401618,0.344349149,0.999996286,-4.59516318
LOC102551251,1.036372259,-0.321446603,0.986990002,0.345010217,0.999996286,-4.595131267
LOC103693084,1.14590846,-0.429383316,0.98597944,0.345484036,0.999996286,-4.595131522
Baat,1.151383291,-0.744583365,0.984989833,0.34594849,0.999996286,-4.595130633
Mpp3,-0.99626177,0.195529958,-0.984956722,0.345964037,0.999996286,-4.595136798
Ncam2,0.959878181,1.5163321,0.982701154,0.347024376,0.999996286,-4.595159351
Ap3b2,1.03646139,-0.263671435,0.982601954,0.347071065,0.999996286,-4.59513545
Nxph3,1.227108996,-0.623926605,0.981955809,0.347375281,0.999996286,-4.595133506
Rlbp1,-0.914784205,1.361628415,-0.980059745,0.348269099,0.999996286,-4.59516135
Mapk11,-0.943635544,0.126299572,-0.979844109,0.348370857,0.999996286,-4.595141639
Cpa4,0.885617468,0.385213507,0.978466311,0.349021545,0.999996286,-4.595146337
Scarf1,-1.074917561,1.312969947,-0.978207287,0.349143972,0.999996286,-4.595163864
Bin2,-0.863254532,0.310301963,-0.977359736,0.349544781,0.999996286,-4.595146626
Eid3,0.982157875,0.690555748,0.976856638,0.349782855,0.999996286,-4.595153154
LOC103692841,-1.244538005,-0.581702726,-0.97651347,0.349945316,0.999996286,-4.595137892
Filip1,-1.392255385,1.618232057,-0.975082117,0.350623526,0.999996286,-4.595179353
Pcdh8,0.999331828,1.988209134,0.974799739,0.350757436,0.999996286,-4.5951942
Adipoq,-3.146385076,-1.922439954,-0.974379501,0.350956791,0.999996286,-4.595130829
Esrrg,-0.955972207,-0.211857375,-0.972656653,0.351774943,0.999996286,-4.595144769
Tmem86a,-0.95730477,1.512885678,-0.971408897,0.352368342,0.999996286,-4.595183891
LOC102553210,1.195822994,-0.696941721,0.970790895,0.352662515,0.999996286,-4.595141057
Elf3,-1.544662742,-1.050866581,-0.970537977,0.352782957,0.999996286,-4.595138101
Kcnh1,0.871020215,0.13704839,0.96903408,0.353499739,0.999996286,-4.595153211
Lsmem1,1.129857518,-0.781003356,0.968334933,0.353833322,0.999996286,-4.59514195
Dusp28,0.876051177,0.921983083,0.966836468,0.354549047,0.999996286,-4.595173353
Padi2,-1.129710589,1.197879271,-0.966227898,0.354840022,0.999996286,-4.595183066
LOC103693109,0.919652077,0.011151226,0.965691498,0.355096632,0.999996286,-4.595154522
Arhgap27,-1.407920574,2.139261347,-0.965253507,0.355306264,0.999996286,-4.595230292
Fam83f,1.198044713,-0.788853165,0.964947277,0.355452885,0.999996286,-4.595144185
Syk,-1.482474277,2.10864775,-0.964287084,0.35576913,0.999996286,-4.595231286
Sybu,1.834682692,2.587761013,0.963131829,0.356323006,0.999996286,-4.595271027
Kcng1,2.017289726,3.140125912,0.960540597,0.357567603,0.999996286,-4.595341465
LOC103690116,1.036925013,-0.560748214,0.960233624,0.357715253,0.999996286,-4.59515041
LOC103692495,1.101106773,-0.434785094,0.959466218,0.358084555,0.999996286,-4.595152859
Slc11a1,1.395235981,2.319037175,0.958603193,0.3585002,0.999996286,-4.595264713
LOC103692874,0.98807291,-0.349489295,0.957198581,0.359177421,0.999996286,-4.595156085
Zcchc12,-1.06100798,1.168295963,-0.957019554,0.359263803,0.999996286,-4.595198516
Cdh18,-0.933824025,0.425959271,-0.956650653,0.359441848,0.999996286,-4.595173465
Nsun3,0.983642193,1.099571475,0.956195515,0.359661601,0.999996286,-4.595197057
Bean1,-0.848792579,0.975585722,-0.954857424,0.360308227,0.999996286,-4.595194224
Ppp1r3f,0.962185938,0.916089117,0.954465576,0.360497744,0.999996286,-4.595192507
Abcb1a,0.820592813,1.126300945,0.953848571,0.360796302,0.999996286,-4.595202267
Stard6,0.854038963,1.030312418,0.952507075,0.361446039,0.999996286,-4.595200316
Nrap,-1.148643125,-0.670236485,-0.952040669,0.361672133,0.999996286,-4.595154774
Zbtb37,0.971869127,0.323616303,0.948760891,0.363264892,0.999996286,-4.595179782
Pou1f1,0.860414254,0.017175342,0.94818277,0.363546163,0.999996286,-4.595171909
Siah3,1.354001767,-0.573361198,0.947991913,0.363639055,0.999996286,-4.595159367
Myct1,-0.988015478,1.355973022,-0.947983781,0.363643013,0.999996286,-4.595224791
Dner-2,-0.943923268,0.362989145,-0.947864965,0.36370085,0.999996286,-4.595182028
RGD1559575,1.001160059,1.30004675,0.946810921,0.364214228,0.999996286,-4.595223848
Pik3r6,-1.365723873,1.748593325,-0.945929711,0.364643823,0.999996286,-4.595255531
LOC103691257,1.003043421,0.62905745,0.945828789,0.364693046,0.999996286,-4.595193828
Hmgcs2,2.547303689,4.173728546,0.944462596,0.365359852,0.999996286,-4.595651822
Map3k6,2.087664612,3.342988162,0.94426769,0.365455052,0.999996286,-4.595464666
Otog,-0.89681716,0.527285323,-0.944121437,0.365526499,0.999996286,-4.595192189
LOC102549740,-0.96028992,-0.10126982,-0.944112265,0.36553098,0.999996286,-4.595172773
LOC102548022,-1.179091779,-0.020768433,-0.943918687,0.365625562,0.999996286,-4.595175057
Oasl2,-0.963961627,0.974684447,-0.943608533,0.36577714,0.999996286,-4.595212162
Nxph4,-1.455043107,1.005649021,-0.943517254,0.365821759,0.999996286,-4.595213847
Nr3c2,-1.303250423,1.832913567,-0.94343138,0.365863739,0.999996286,-4.595268528
Stac2,2.612317857,4.195954318,0.942793784,0.366175537,0.999996286,-4.595672533
Vstm2a,-1.09673949,2.348875822,-0.940845357,0.367129534,0.999996286,-4.595327674
Ddx4,-2.30166019,-2.033485083,-0.940400994,0.367347352,0.999996286,-4.595144095
Tnfaip8l3,2.07125133,3.277383024,0.939152105,0.367960026,0.999996286,-4.595481442
Krt15,1.246463941,2.119320569,0.938407006,0.368325899,0.999996286,-4.595309594
Cnr1,1.689089059,3.06109923,0.937740257,0.368653518,0.999996286,-4.595447195
S1pr5,-1.142381876,-0.619845743,-0.936903768,0.369064835,0.999996286,-4.595166565
RGD1562101,-1.549985085,1.672150167,-0.935719366,0.369647784,0.999996286,-4.595273516
Ptger2,-0.888094852,0.483565054,-0.935494563,0.369758503,0.999996286,-4.595201186
Fmo4,0.860080746,0.967997733,0.934504105,0.370246601,0.999996286,-4.595226222
LOC102556057,-1.241457664,-0.753539809,-0.933803303,0.370592232,0.999996286,-4.595165916
Sugct,0.828496951,0.245799482,0.933071752,0.370953272,0.999996286,-4.595194613
Il1rl2,1.13068357,1.652015435,0.933069241,0.370954511,0.999996286,-4.595277837
